=== RESULTS FOR FILE: 1-I.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
=== RESULTS FOR FILE: 25-XXV.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,18294.47,17996,298.47,1.63%
total_time,116.64,114.6,2.04,1.75%
rest_time,31.19,30.5,0.69,2.22%
first_quartile,164.81,164.8,0.01,0.01%
median_freq,196,196,0,0.00%
third_quartile,261.63,261.6,0.03,0.01%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,24.8,24.7,0.1,0.41%
lvmp_percent,29.03,29.3,0.27,0.94%
lvlp_time,29.7,28.6,1.1,3.70%
lvlp_percent,34.76,34,0.76,2.17%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,8.03,7.9,0.13,1.57%
mvmp_percent,9.39,9.4,0.01,0.07%
mvlp_time,32.49,31.9,0.59,1.81%
mvlp_percent,38.02,37.9,0.12,0.31%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,3,3,0,0.00%
hvmp_percent,3.51,3.6,0.09,2.54%
hvlp_time,31.49,30.7,0.79,2.50%
hvlp_percent,36.85,36.5,0.35,0.95%
,,,,
=== RESULTS FOR FILE: 26-XXVI.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,8532.92,8565.2,32.28,0.38%
total_time,62.86,62.9,0.04,0.07%
rest_time,23.81,23.9,0.09,0.38%
first_quartile,207.65,207.7,0.05,0.02%
median_freq,207.65,207.7,0.05,0.02%
third_quartile,246.94,246.9,0.04,0.02%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,8.1,8.1,0,0.06%
lvmp_percent,20.73,20.7,0.03,0.15%
lvlp_time,21.9,21.9,0,0.02%
lvlp_percent,56.1,56.1,0,0.00%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,1.9,2.9,1,52.25%
mvmp_percent,4.88,7.3,2.42,49.65%
mvlp_time,13.33,12.4,0.93,7.00%
mvlp_percent,34.15,31.7,2.45,7.16%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,0.95,1.9,0.95,99.50%
hvmp_percent,2.44,4.9,2.46,100.90%
hvlp_time,12.38,11.4,0.98,7.92%
hvlp_percent,31.71,29.3,2.41,7.59%
,,,,
=== RESULTS FOR FILE: 27-XXVII.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,24434.74,24464.2,29.46,0.12%
total_time,144.57,144.3,0.27,0.19%
rest_time,24.97,25,0.03,0.10%
first_quartile,164.81,164.8,0.01,0.01%
median_freq,207.65,207.7,0.05,0.02%
third_quartile,233.08,233.1,0.02,0.01%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,18.07,18.1,0.03,0.18%
lvmp_percent,15.11,15.1,0.01,0.05%
lvlp_time,50.22,50.3,0.08,0.16%
lvlp_percent,41.99,42.2,0.21,0.49%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,2.22,2.2,0.02,1.00%
mvmp_percent,1.86,1.9,0.04,2.25%
mvlp_time,51.55,51.5,0.05,0.09%
mvlp_percent,43.1,43.2,0.1,0.23%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,0,0,0,0.00%
hvmp_percent,0,0,0,0.00%
hvlp_time,40.44,40.4,0.04,0.09%
hvlp_percent,33.81,33.9,0.09,0.27%
,,,,
=== RESULTS FOR FILE: 28-XXVIII.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,20878.71,20840.2,38.51,0.18%
total_time,120.67,120.7,0.03,0.03%
rest_time,19.98,20.1,0.12,0.60%
first_quartile,164.81,164.8,0.01,0.01%
median_freq,207.65,207.7,0.05,0.02%
third_quartile,246.94,246.9,0.04,0.02%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,19.17,19.1,0.07,0.38%
lvmp_percent,19.04,19,0.04,0.22%
lvlp_time,37.61,37.5,0.11,0.30%
lvlp_percent,37.35,37.3,0.05,0.15%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,13.06,13,0.06,0.48%
mvmp_percent,12.97,12.9,0.07,0.57%
mvlp_time,34.26,34.3,0.04,0.13%
mvlp_percent,34.02,34.1,0.08,0.23%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,5,5,0,0.00%
hvmp_percent,4.97,5,0.03,0.69%
hvlp_time,26.83,26.7,0.13,0.47%
hvlp_percent,26.64,26.6,0.04,0.16%
,,,,
=== RESULTS FOR FILE: 29-XXIX.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,38118.86,38079.4,39.46,0.10%
total_time,264,265.6,1.6,0.61%
rest_time,83.22,85,1.78,2.14%
first_quartile,174.61,164.8,9.81,5.62%
median_freq,196,196,0,0.00%
third_quartile,246.94,246.9,0.04,0.02%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,33.83,33.8,0.03,0.09%
lvmp_percent,18.71,18.7,0.01,0.08%
lvlp_time,76.16,76.1,0.06,0.08%
lvlp_percent,42.13,42.2,0.07,0.16%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,20.4,20.4,0,0.01%
mvmp_percent,11.28,11.3,0.02,0.15%
mvlp_time,63.25,63.2,0.05,0.07%
mvlp_percent,34.99,35,0.01,0.04%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,0.87,0.9,0.03,3.50%
hvmp_percent,0.48,0.5,0.02,3.95%
hvlp_time,50.64,50.6,0.04,0.07%
hvlp_percent,28.01,28,0.01,0.04%
,,,,
=== RESULTS FOR FILE: 30-XXX.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,19527.77,19514.4,13.37,0.07%
total_time,104.35,104.3,0.05,0.05%
rest_time,20.46,20.5,0.04,0.19%
first_quartile,196,196,0,0.00%
median_freq,233.08,233.1,0.02,0.01%
third_quartile,261.63,261.6,0.03,0.01%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,29.67,29.7,0.03,0.09%
lvmp_percent,35.37,35.4,0.03,0.07%
lvlp_time,35.3,35.2,0.1,0.28%
lvlp_percent,42.08,42,0.08,0.19%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,15.65,15.8,0.15,0.94%
mvmp_percent,18.66,18.9,0.24,1.29%
mvlp_time,42.88,42.7,0.18,0.42%
mvlp_percent,51.12,51,0.12,0.23%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,7.58,7.6,0.02,0.24%
hvmp_percent,9.04,9,0.04,0.42%
hvlp_time,41.49,41.5,0.01,0.01%
hvlp_percent,49.47,49.5,0.03,0.07%
,,,,
=== RESULTS FOR FILE: 31-XXXI.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,20996.3,21091.8,95.5,0.45%
total_time,136.55,136.5,0.05,0.04%
rest_time,49.14,48.6,0.54,1.09%
first_quartile,220,220,0,0.00%
median_freq,246.94,233.1,13.84,5.60%
third_quartile,277.18,277.2,0.02,0.01%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,30.78,30.8,0.02,0.08%
lvmp_percent,35.21,35,0.21,0.59%
lvlp_time,48.88,48.9,0.02,0.04%
lvlp_percent,55.92,55.6,0.32,0.57%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,17.07,17.1,0.03,0.18%
mvmp_percent,19.53,19.4,0.13,0.65%
mvlp_time,54.83,54.8,0.03,0.05%
mvlp_percent,62.72,62.4,0.32,0.51%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,0.52,0.5,0.02,3.33%
hvmp_percent,0.59,0.6,0.01,1.40%
hvlp_time,46.55,46.6,0.05,0.10%
hvlp_percent,53.25,52.9,0.35,0.67%
,,,,
=== RESULTS FOR FILE: 32-XXXII.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,29718.99,29809.4,90.41,0.30%
total_time,182.07,182.1,0.03,0.02%
rest_time,55.6,55.1,0.5,0.91%
first_quartile,196,196,0,0.00%
median_freq,246.94,246.9,0.04,0.02%
third_quartile,261.63,261.6,0.03,0.01%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,48.62,48.4,0.22,0.45%
lvmp_percent,38.45,38.1,0.35,0.90%
lvlp_time,61.42,62.2,0.78,1.27%
lvlp_percent,48.57,49,0.43,0.89%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,22.89,22.9,0.01,0.05%
mvmp_percent,18.1,18,0.1,0.54%
mvlp_time,68.28,68.3,0.02,0.04%
mvlp_percent,53.99,53.8,0.19,0.35%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,3.1,3.1,0,0.11%
hvmp_percent,2.45,2.4,0.05,2.20%
hvlp_time,64.27,64,0.27,0.42%
hvlp_percent,50.82,50.4,0.42,0.82%
,,,,
=== RESULTS FOR FILE: 33-XXXIII.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,15429.7,15345.2,84.5,0.55%
total_time,142.32,141.9,0.42,0.29%
rest_time,72.62,72.2,0.42,0.58%
first_quartile,196,196,0,0.00%
median_freq,220,220,0,0.00%
third_quartile,246.94,246.9,0.04,0.02%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,10.98,10.4,0.58,5.24%
lvmp_percent,15.75,15,0.75,4.75%
lvlp_time,43.35,43.9,0.55,1.26%
lvlp_percent,62.2,63,0.8,1.28%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,8.78,8.2,0.58,6.61%
mvmp_percent,12.6,11.8,0.8,6.34%
mvlp_time,33.48,33.5,0.02,0.07%
mvlp_percent,48.03,48,0.03,0.07%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,1.65,1.1,0.55,33.19%
hvmp_percent,2.36,1.6,0.76,32.27%
hvlp_time,20.3,20.3,0,0.02%
hvlp_percent,29.13,29.1,0.03,0.12%
,,,,
=== RESULTS FOR FILE: 34-XXXIV.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,21205.86,21402.1,196.24,0.93%
total_time,188.97,189.5,0.53,0.28%
rest_time,84.16,83.9,0.26,0.31%
first_quartile,174.61,174.6,0.01,0.01%
median_freq,196,196,0,0.00%
third_quartile,220,220,0,0.00%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,11.19,11.8,0.61,5.49%
lvmp_percent,10.67,11.1,0.43,4.01%
lvlp_time,58.96,58.9,0.06,0.10%
lvlp_percent,56.25,55.8,0.45,0.80%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,3.16,3.2,0.04,1.35%
mvmp_percent,3.01,3,0.01,0.41%
mvlp_time,43.21,43.5,0.29,0.67%
mvlp_percent,41.23,41.2,0.03,0.07%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,0,0,0,0.00%
hvmp_percent,0,0,0,0.00%
hvlp_time,23.54,23.8,0.26,1.11%
hvlp_percent,22.46,22.6,0.14,0.64%
,,,,
=== RESULTS FOR FILE: 35-XXXV.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,35396.55,35425.1,28.55,0.08%
total_time,229.71,234,4.29,1.87%
rest_time,92.43,96.6,4.17,4.51%
first_quartile,207.65,207.7,0.05,0.02%
median_freq,261.63,261.6,0.03,0.01%
third_quartile,293.67,293.7,0.03,0.01%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,77.57,77.4,0.17,0.22%
lvmp_percent,56.5,56.3,0.2,0.36%
lvlp_time,46.86,47.4,0.54,1.16%
lvlp_percent,34.13,34.5,0.37,1.08%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,47.64,47.2,0.44,0.93%
mvmp_percent,34.7,34.4,0.3,0.87%
mvlp_time,49.93,52.1,2.17,4.35%
mvlp_percent,36.37,37.9,1.53,4.21%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,23.29,23,0.29,1.23%
hvmp_percent,16.96,16.7,0.26,1.54%
hvlp_time,70.71,70.9,0.19,0.26%
hvlp_percent,51.51,51.6,0.09,0.18%
,,,,
=== RESULTS FOR FILE: 36-XXXVI.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,20220.16,20538.6,318.44,1.57%
total_time,134.91,136.2,1.29,0.96%
rest_time,42.8,42.8,0,0.01%
first_quartile,174.61,174.6,0.01,0.01%
median_freq,220,220,0,0.00%
third_quartile,261.63,261.6,0.03,0.01%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,27.96,28.9,0.94,3.35%
lvmp_percent,30.36,30.9,0.54,1.77%
lvlp_time,35.67,36.1,0.43,1.21%
lvlp_percent,38.73,38.6,0.13,0.33%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,11.53,12.3,0.77,6.72%
mvmp_percent,12.51,13.2,0.69,5.49%
mvlp_time,43.29,43.7,0.41,0.96%
mvlp_percent,47,46.8,0.2,0.42%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,3.21,3.2,0.01,0.46%
hvmp_percent,3.49,3.4,0.09,2.59%
hvlp_time,37.57,38.1,0.53,1.40%
hvlp_percent,40.79,40.8,0.01,0.01%
,,,,
=== RESULTS FOR FILE: 37-XXXVII.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,43589.95,43510.2,79.75,0.18%
total_time,261.99,262,0.01,0.01%
rest_time,70.67,71.1,0.43,0.61%
first_quartile,196,196,0,0.00%
median_freq,233.08,233.1,0.02,0.01%
third_quartile,261.63,261.6,0.03,0.01%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,74.89,74.7,0.19,0.26%
lvmp_percent,39.15,39.2,0.05,0.14%
lvlp_time,83.26,83.2,0.06,0.08%
lvlp_percent,43.52,43.6,0.08,0.18%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,9.75,10.5,0.75,7.69%
mvmp_percent,5.1,5.5,0.4,7.92%
mvlp_time,99,98.1,0.9,0.91%
mvlp_percent,51.75,51.4,0.35,0.67%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,7.95,7.9,0.05,0.63%
hvmp_percent,4.16,4.2,0.04,1.07%
hvlp_time,100.5,100.4,0.1,0.10%
hvlp_percent,52.53,52.6,0.07,0.13%
,,,,
=== RESULTS FOR FILE: 38-XXXVIII.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,28314.09,28304.1,9.99,0.04%
total_time,166.91,166.9,0.01,0.01%
rest_time,38.86,38.9,0.04,0.09%
first_quartile,196,196,0,0.00%
median_freq,233.08,220,13.08,5.61%
third_quartile,261.63,261.6,0.03,0.01%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,33.56,33.5,0.06,0.18%
lvmp_percent,26.21,26.2,0.01,0.04%
lvlp_time,64.76,64.8,0.04,0.07%
lvlp_percent,50.57,50.6,0.03,0.05%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,4.41,4.4,0.01,0.21%
mvmp_percent,3.44,3.4,0.04,1.26%
mvlp_time,61.02,61.1,0.08,0.14%
mvlp_percent,47.65,47.7,0.05,0.10%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,4.27,4.3,0.03,0.64%
hvmp_percent,3.34,3.3,0.04,1.11%
hvlp_time,59.52,59.6,0.08,0.14%
hvlp_percent,46.48,46.5,0.02,0.04%
,,,,
=== RESULTS FOR FILE: 39-XXXIX.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,45953.83,45564.9,388.93,0.85%
total_time,292.17,292.2,0.03,0.01%
rest_time,70.22,73.2,2.98,4.25%
first_quartile,174.61,174.6,0.01,0.01%
median_freq,196,196,0,0.00%
third_quartile,246.94,246.9,0.04,0.02%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,40.22,42.4,2.18,5.43%
lvmp_percent,18.12,19.4,1.28,7.07%
lvlp_time,108.04,105.5,2.54,2.35%
lvlp_percent,48.68,48.2,0.48,0.98%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,24.57,24.6,0.03,0.14%
mvmp_percent,11.07,11.2,0.13,1.20%
mvlp_time,70.65,70.3,0.35,0.50%
mvlp_percent,31.83,32.1,0.27,0.84%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,2.61,2.6,0.01,0.33%
hvmp_percent,1.18,1.2,0.02,2.10%
hvlp_time,70.65,70.2,0.45,0.64%
hvlp_percent,31.83,32.1,0.27,0.84%
,,,,
=== RESULTS FOR FILE: 40-XL.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,27139.67,27137.8,1.87,0.01%
total_time,186.73,186.8,0.07,0.04%
rest_time,77.92,77.9,0.02,0.03%
first_quartile,220,220,0,0.00%
median_freq,261.63,261.6,0.03,0.01%
third_quartile,285.43,293.7,8.27,2.90%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,63.78,63.1,0.68,1.06%
lvmp_percent,58.62,58,0.62,1.06%
lvlp_time,24.19,24.7,0.51,2.09%
lvlp_percent,22.24,22.7,0.46,2.09%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,27.49,27.8,0.31,1.14%
mvmp_percent,25.26,25.5,0.24,0.94%
mvlp_time,56,55.6,0.4,0.71%
mvlp_percent,51.47,51,0.47,0.91%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,16.97,16.9,0.07,0.39%
hvmp_percent,15.59,15.5,0.09,0.60%
hvlp_time,62.37,62.3,0.07,0.11%
hvlp_percent,57.32,57.2,0.12,0.22%
,,,,
=== RESULTS FOR FILE: 41-XLI.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,35404.39,35080,324.39,0.92%
total_time,195.5,195.4,0.1,0.05%
rest_time,49.75,49.8,0.05,0.10%
first_quartile,207.65,207.7,0.05,0.02%
median_freq,233.08,233.1,0.02,0.01%
third_quartile,277.18,277.2,0.02,0.01%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,42.5,42.5,0,0.00%
lvmp_percent,29.16,29.2,0.04,0.14%
lvlp_time,56,56,0,0.00%
lvlp_percent,38.42,38.5,0.08,0.20%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,27.75,26.4,1.35,4.86%
mvmp_percent,19.04,18.1,0.94,4.93%
mvlp_time,62.25,62,0.25,0.40%
mvlp_percent,42.71,42.6,0.11,0.26%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,27.75,26.4,1.35,4.86%
hvmp_percent,19.04,18.1,0.94,4.93%
hvlp_time,59.25,58,1.25,2.11%
hvlp_percent,40.65,39.8,0.85,2.10%
,,,,
=== RESULTS FOR FILE: 42-XLII.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,37182.12,37427.5,245.38,0.66%
total_time,209.75,209.8,0.05,0.02%
rest_time,49.81,49.8,0.01,0.02%
first_quartile,196,196,0,0.00%
median_freq,233.08,233.1,0.02,0.01%
third_quartile,261.63,277.2,15.57,5.95%
lvhp_time,0,0,0,0.00%
lvhp_percent,0,0,0,0.00%
lvmp_time,44.64,46,1.36,3.05%
lvmp_percent,27.91,28.7,0.79,2.84%
lvlp_time,71.5,71.8,0.3,0.42%
lvlp_percent,44.71,44.9,0.19,0.44%
mvhp_time,0,0,0,0.00%
mvhp_percent,0,0,0,0.00%
mvmp_time,28.75,30.3,1.55,5.38%
mvmp_percent,17.98,19,1.02,5.69%
mvlp_time,58.82,59,0.18,0.31%
mvlp_percent,36.77,36.9,0.13,0.34%
hvhp_time,0,0,0,0.00%
hvhp_percent,0,0,0,0.00%
hvmp_time,24.34,24.4,0.06,0.23%
hvmp_percent,15.22,15.2,0.02,0.14%
hvlp_time,64.76,66.6,1.84,2.84%
hvlp_percent,40.49,41.6,1.11,2.74%
,,,,
=== RESULTS FOR FILE: 43-XLIII.mid===,,,,
Metric,Expected,Observed,Difference,Percent Error
cycle_dose,34383,34498.5,115.5,0.34%
total_time,166.8,166.8,0,0.00%
